alg,seed,fitness,theta,gens,time_sec,pop_size,w,c1,c2,r_repulsion,r_orientation,r_attraction,alpha,beta
CAB,1,5.90725377400409,"[0.9895326638236206, 1.833637506362407, 2.0770157429855365, -1.0959573958627313, -0.283895961465578, -0.4836905299957747]",50,0.62,30,,,,0.2,0.4,1.0,0.05,0.05
CAB,2,6.84424101525207,"[0.20264288232544414, 0.6603207974798493, 1.3120022447431703, 0.9399140036267413, 3.002320334230629, -2.0132654815705213]",50,0.62,30,,,,0.2,0.4,1.0,0.05,0.05
CAB,3,5.695721961663963,"[1.3367170255670913, -1.2677999930234414, 0.25855848341560084, 1.5447259931468993, 0.8868969805416016, 0.2803601170729092]",50,0.63,30,,,,0.2,0.4,1.0,0.05,0.05
CAB,4,6.141099834478034,"[0.623130924824609, 1.0218019481073766, -2.4327110494849635, 1.0345993285109025, -0.8897654098352628, 0.5701897724243931]",50,0.62,30,,,,0.2,0.4,1.0,0.05,0.05
CAB,0,5.704392177294,"[1.2684318770965302, -0.8852941280827141, -1.3237121968561656, 2.1180328328106253, -0.8158206939670499, -0.10458142034135728]",50,0.62,30,,,,0.2,0.4,1.0,0.1,0.01
CAB,1,3.8763610626386797,"[0.08372146399783591, 0.9989365887397551, 1.3227354880945537, -0.31591649416904477, -0.09803461256832235, -0.19387122614064747]",50,0.62,30,,,,0.2,0.4,1.0,0.1,0.01
CAB,2,5.326915415199835,"[-0.116678937925495, 2.1122107404819377, 1.0104545125073598, 1.0977538265591158, 0.2407290709234571, -1.9139901567448927]",50,0.63,30,,,,0.2,0.4,1.0,0.1,0.01
CAB,3,3.351144622629605,"[0.9078405963091045, -0.9422156838335007, -0.12912624964315417, 0.21125231035102476, 0.7416167781728441, 0.14803361323294903]",50,0.63,30,,,,0.2,0.4,1.0,0.1,0.01
CAB,4,4.668489827667521,"[0.26103918040455654, 0.8775719096739699, -1.2111366697661419, 0.489648402431024, -0.48038003111200434, 0.7104780338543771]",50,0.62,30,,,,0.2,0.4,1.0,0.1,0.01
CAB,0,5.427270045259608,"[1.1568736825531571, -1.0000886505668973, -1.0241695291269033, 2.2014521430566782, -0.9400389936008249, -0.35835984938501014]",50,0.65,30,,,,0.2,0.4,1.0,0.1,0.05
CAB,1,4.1530738079854395,"[-0.7399090467282867, 0.8942728666820927, -0.32833652388139445, -0.26751605908540976, -0.9999528767780155, -0.3870282397306661]",50,0.62,30,,,,0.2,0.4,1.0,0.1,0.05
CAB,2,5.533246669694336,"[-2.080254886136112, -0.9670278863530675, 0.9309367410731321, -0.1247539441144775, 0.7746684398800315, 1.5491771818051143]",50,0.62,30,,,,0.2,0.4,1.0,0.1,0.05
CAB,3,3.8987897492964234,"[0.5155198155298981, -1.1644108973806033, -0.3069224813482469, 0.360822810064874, -0.18469802725973006, -0.11798782237458016]",50,0.63,30,,,,0.2,0.4,1.0,0.1,0.05
CAB,4,4.1802375029872,"[0.5081677628731873, 0.6524991251631669, -0.9813879323011252, 0.27593311112906055, -0.23045922594907275, 0.6635318499545689]",50,0.63,30,,,,0.2,0.4,1.0,0.1,0.05
CAB,0,7.133375274222047,"[1.8086554287951815, -0.9286772843037269, -3.1053626637662446, 1.8944989014783764, 0.27006958864031566, -1.2486596336858282]",50,0.62,30,,,,0.2,0.7,0.8,0.05,0.01
CAB,1,6.248993759607327,"[0.943648839727104, -2.0449036893483146, 3.062989080926335, 0.10815825369847387, 0.027101684063320714, 2.1069860644224465]",50,0.62,30,,,,0.2,0.7,0.8,0.05,0.01
CAB,2,6.652432273421365,"[0.07653185123637665, 0.5220785313588941, 1.280997357496934, 0.9512036233582434, 2.9193465459220564, -1.9591102890577143]",50,0.63,30,,,,0.2,0.7,0.8,0.05,0.01
CAB,3,5.789943132672921,"[0.20632141399923015, -1.5289549214583045, -1.6715075579868692, 1.0028147621589016, -1.212106982289825, 0.9819132504896073]",50,0.63,30,,,,0.2,0.7,0.8,0.05,0.01
CAB,4,6.4776036557334,"[0.29616733437521897, 0.9806787218769014, 0.3552018424559329, -2.058138313157673, 1.1592271506498124, 2.328809387467518]",50,0.62,30,,,,0.2,0.7,0.8,0.05,0.01
CAB,0,6.853960000124188,"[-0.8400870533067879, -0.7846322171337816, 3.0673761043281083, 0.9245274741035432, -1.7613425485396252, -2.0254034604195725]",50,0.63,30,,,,0.2,0.7,0.8,0.05,0.05
CAB,1,5.90725377400409,"[0.9895326638236206, 1.833637506362407, 2.0770157429855365, -1.0959573958627313, -0.283895961465578, -0.4836905299957747]",50,0.62,30,,,,0.2,0.7,0.8,0.05,0.05
CAB,2,6.84424101525207,"[0.20264288232544414, 0.6603207974798493, 1.3120022447431703, 0.9399140036267413, 3.002320334230629, -2.0132654815705213]",50,0.62,30,,,,0.2,0.7,0.8,0.05,0.05
CAB,3,5.695721961663963,"[1.3367170255670913, -1.2677999930234414, 0.25855848341560084, 1.5447259931468993, 0.8868969805416016, 0.2803601170729092]",50,0.62,30,,,,0.2,0.7,0.8,0.05,0.05
CAB,4,6.141099834478034,"[0.623130924824609, 1.0218019481073766, -2.4327110494849635, 1.0345993285109025, -0.8897654098352628, 0.5701897724243931]",50,0.63,30,,,,0.2,0.7,0.8,0.05,0.05
CAB,0,5.704392177294,"[1.2684318770965302, -0.8852941280827141, -1.3237121968561656, 2.1180328328106253, -0.8158206939670499, -0.10458142034135728]",50,0.62,30,,,,0.2,0.7,0.8,0.1,0.01
CAB,1,3.8763610626386797,"[0.08372146399783591, 0.9989365887397551, 1.3227354880945537, -0.31591649416904477, -0.09803461256832235, -0.19387122614064747]",50,0.65,30,,,,0.2,0.7,0.8,0.1,0.01
CAB,2,5.450977950304345,"[-1.7304034205476617, -1.049013210476425, 1.1526039088992688, -0.4444620456607628, 0.4059180202999608, 1.0210724988617386]",50,0.64,30,,,,0.2,0.7,0.8,0.1,0.01
CAB,3,4.021321677348578,"[0.0465791442059268, 0.17171685470526002, -1.009678325023149, 1.1840332415310457, -0.32790416771477593, -0.6185268343664624]",50,0.62,30,,,,0.2,0.7,0.8,0.1,0.01
CAB,4,4.668489827667521,"[0.26103918040455654, 0.8775719096739699, -1.2111366697661419, 0.489648402431024, -0.48038003111200434, 0.7104780338543771]",50,0.62,30,,,,0.2,0.7,0.8,0.1,0.01
CAB,0,5.427270045259608,"[1.1568736825531571, -1.0000886505668973, -1.0241695291269033, 2.2014521430566782, -0.9400389936008249, -0.35835984938501014]",50,0.63,30,,,,0.2,0.7,0.8,0.1,0.05
CAB,1,4.1530738079854395,"[-0.7399090467282867, 0.8942728666820927, -0.32833652388139445, -0.26751605908540976, -0.9999528767780155, -0.3870282397306661]",50,0.63,30,,,,0.2,0.7,0.8,0.1,0.05
CAB,2,5.532604299626982,"[-2.0787952132471554, -0.9672661948829967, 0.930945000166662, -0.12630013771276938, 0.7747955182326703, 1.5495343156586783]",50,0.62,30,,,,0.2,0.7,0.8,0.1,0.05
CAB,3,4.003094500526348,"[0.9113678853224545, -1.2708677138859958, 0.1666059211099792, 0.6817397252769797, 0.1363939158643252, -0.19390268909996433]",50,0.62,30,,,,0.2,0.7,0.8,0.1,0.05
CAB,4,4.23809758615754,"[0.5501496206978125, 0.7305209780958677, -1.0495588846318633, 0.29152078631414774, -0.20521523426788862, 0.6756943756618724]",50,0.63,30,,,,0.2,0.7,0.8,0.1,0.05
CAB,0,7.133375274222047,"[1.8086554287951815, -0.9286772843037269, -3.1053626637662446, 1.8944989014783764, 0.27006958864031566, -1.2486596336858282]",50,0.63,30,,,,0.2,0.7,1.0,0.05,0.01
CAB,1,6.248993759607327,"[0.943648839727104, -2.0449036893483146, 3.062989080926335, 0.10815825369847387, 0.027101684063320714, 2.1069860644224465]",50,0.63,30,,,,0.2,0.7,1.0,0.05,0.01
CAB,2,6.652432273421365,"[0.07653185123637665, 0.5220785313588941, 1.280997357496934, 0.9512036233582434, 2.9193465459220564, -1.9591102890577143]",50,0.63,30,,,,0.2,0.7,1.0,0.05,0.01
CAB,3,5.789943132672921,"[0.20632141399923015, -1.5289549214583045, -1.6715075579868692, 1.0028147621589016, -1.212106982289825, 0.9819132504896073]",50,0.63,30,,,,0.2,0.7,1.0,0.05,0.01
CAB,4,6.4776036557334,"[0.29616733437521897, 0.9806787218769014, 0.3552018424559329, -2.058138313157673, 1.1592271506498124, 2.328809387467518]",50,0.62,30,,,,0.2,0.7,1.0,0.05,0.01
CAB,0,6.853960000124188,"[-0.8400870533067879, -0.7846322171337816, 3.0673761043281083, 0.9245274741035432, -1.7613425485396252, -2.0254034604195725]",50,0.62,30,,,,0.2,0.7,1.0,0.05,0.05
CAB,1,5.90725377400409,"[0.9895326638236206, 1.833637506362407, 2.0770157429855365, -1.0959573958627313, -0.283895961465578, -0.4836905299957747]",50,0.63,30,,,,0.2,0.7,1.0,0.05,0.05
CAB,2,6.84424101525207,"[0.20264288232544414, 0.6603207974798493, 1.3120022447431703, 0.9399140036267413, 3.002320334230629, -2.0132654815705213]",50,0.63,30,,,,0.2,0.7,1.0,0.05,0.05
CAB,3,5.695721961663963,"[1.3367170255670913, -1.2677999930234414, 0.25855848341560084, 1.5447259931468993, 0.8868969805416016, 0.2803601170729092]",50,0.62,30,,,,0.2,0.7,1.0,0.05,0.05
CAB,4,6.141099834478034,"[0.623130924824609, 1.0218019481073766, -2.4327110494849635, 1.0345993285109025, -0.8897654098352628, 0.5701897724243931]",50,0.63,30,,,,0.2,0.7,1.0,0.05,0.05
CAB,0,5.704392177294,"[1.2684318770965302, -0.8852941280827141, -1.3237121968561656, 2.1180328328106253, -0.8158206939670499, -0.10458142034135728]",50,0.62,30,,,,0.2,0.7,1.0,0.1,0.01
CAB,1,3.8763610626386797,"[0.08372146399783591, 0.9989365887397551, 1.3227354880945537, -0.31591649416904477, -0.09803461256832235, -0.19387122614064747]",50,0.62,30,,,,0.2,0.7,1.0,0.1,0.01
CAB,2,5.326915415199835,"[-0.116678937925495, 2.1122107404819377, 1.0104545125073598, 1.0977538265591158, 0.2407290709234571, -1.9139901567448927]",50,0.62,30,,,,0.2,0.7,1.0,0.1,0.01
CAB,3,3.351144622629605,"[0.9078405963091045, -0.9422156838335007, -0.12912624964315417, 0.21125231035102476, 0.7416167781728441, 0.14803361323294903]",50,0.63,30,,,,0.2,0.7,1.0,0.1,0.01
CAB,4,4.668489827667521,"[0.26103918040455654, 0.8775719096739699, -1.2111366697661419, 0.489648402431024, -0.48038003111200434, 0.7104780338543771]",50,0.62,30,,,,0.2,0.7,1.0,0.1,0.01
CAB,0,5.427270045259608,"[1.1568736825531571, -1.0000886505668973, -1.0241695291269033, 2.2014521430566782, -0.9400389936008249, -0.35835984938501014]",50,0.62,30,,,,0.2,0.7,1.0,0.1,0.05
CAB,1,4.1530738079854395,"[-0.7399090467282867, 0.8942728666820927, -0.32833652388139445, -0.26751605908540976, -0.9999528767780155, -0.3870282397306661]",50,0.63,30,,,,0.2,0.7,1.0,0.1,0.05
CAB,2,5.533246669694336,"[-2.080254886136112, -0.9670278863530675, 0.9309367410731321, -0.1247539441144775, 0.7746684398800315, 1.5491771818051143]",50,0.63,30,,,,0.2,0.7,1.0,0.1,0.05
CAB,3,3.8987897492964234,"[0.5155198155298981, -1.1644108973806033, -0.3069224813482469, 0.360822810064874, -0.18469802725973006, -0.11798782237458016]",50,0.62,30,,,,0.2,0.7,1.0,0.1,0.05
CAB,4,4.1802375029872,"[0.5081677628731873, 0.6524991251631669, -0.9813879323011252, 0.27593311112906055, -0.23045922594907275, 0.6635318499545689]",50,0.63,30,,,,0.2,0.7,1.0,0.1,0.05
CAB,0,6.61553603194173,"[1.8205830064264998, -1.7520418528222126, 1.3819745398127996, -0.0855827524158619, 0.017235921048010385, 2.2655165933707595]",50,1.68,50,,,,0.1,0.4,0.8,0.05,0.01
CAB,1,6.317163601713268,"[-2.4896758809131847, 0.524759429834688, -0.0792844369049856, 1.4811636727033868, 1.1084268230121241, -0.06725368507944168]",50,1.69,50,,,,0.1,0.4,0.8,0.05,0.01
CAB,2,6.404482414880551,"[-3.094451695424116, 0.9407203981858117, -0.024479284250402154, -1.94111072764338, 0.31156986066742504, -0.7401390235736147]",50,1.68,50,,,,0.1,0.4,0.8,0.05,0.01
CAB,3,5.5139564599222695,"[1.6027462741035674, -1.1112696191027545, 0.23941900736634794, 1.3940491611987547, 1.0160070791169982, 0.23051358982624892]",50,1.67,50,,,,0.1,0.4,0.8,0.05,0.01
CAB,4,6.3134775884132495,"[1.4156869343971599, -1.0871508121584506, 2.040128428749915, -0.11661502160214403, -0.6829598844371159, 2.126820153051824]",50,1.66,50,,,,0.1,0.4,0.8,0.05,0.01
CAB,0,6.528949008197149,"[-0.22605217840618413, 2.4081906831214464, 0.908327320033073, 0.4872177737938635, -2.1047808513693136, 0.9375925081893393]",50,1.67,50,,,,0.1,0.4,0.8,0.05,0.05
CAB,1,5.89949236152815,"[1.0373544303684175, 2.0496811622273974, 2.0107889907841363, -1.2945612337067511, -0.10832547414364853, -0.682062399011093]",50,1.69,50,,,,0.1,0.4,0.8,0.05,0.05
CAB,2,6.357988972792576,"[-2.1366313926329017, 0.013000902206330907, -2.103320869297528, 2.016007671351017, 0.9671868370302411, -1.7471818140305333]",50,1.68,50,,,,0.1,0.4,0.8,0.05,0.05
CAB,3,5.317842501460309,"[1.0866110097987969, 0.2648832301081879, -1.1102362035930553, 1.4086644253848675, 0.3171007242276376, 1.2426302893024597]",50,1.67,50,,,,0.1,0.4,0.8,0.05,0.05
CAB,4,6.18328064750774,"[1.7352748736665984, -1.2341813939926676, 2.0086685750848754, 0.08686778648216467, -1.0237522645937642, 2.1181465259186605]",50,1.68,50,,,,0.1,0.4,0.8,0.05,0.05
CAB,0,4.933924417627988,"[0.8168567116226775, 1.270720258118353, 1.8686473702787132, -0.3088784473934587, 0.1897016238664012, -0.027541954173503035]",50,1.69,50,,,,0.1,0.4,0.8,0.1,0.01
CAB,1,4.235619609461551,"[-0.9438907315610187, 1.1902920644316048, -0.34717482952559353, -0.05245896291318046, -1.2465973675943762, -0.12266254397653605]",50,1.68,50,,,,0.1,0.4,0.8,0.1,0.01
CAB,2,4.59213258740499,"[-0.19131860419938015, 0.023273794381681742, 1.4992918971986449, -1.2654412347551922, -0.06481734809340141, -1.0087850739005466]",50,1.67,50,,,,0.1,0.4,0.8,0.1,0.01
CAB,3,3.798197847378028,"[0.26937499481649035, -0.7425179777931562, 1.0960790842090018, 0.23243440748514535, -0.4498779640861866, 0.024857603825160203]",50,1.66,50,,,,0.1,0.4,0.8,0.1,0.01
CAB,4,4.75341633591783,"[0.39440109328018774, 0.8955498717224113, -1.1971173568459914, 0.5509117838134201, -0.40930326531908906, 0.552079310662623]",50,1.67,50,,,,0.1,0.4,0.8,0.1,0.01
CAB,0,4.628583863678184,"[0.5797613521309228, 1.2111187442241755, 0.07335180757178224, 0.4610442137314852, -1.0825334423456503, 0.7305137048974086]",50,1.67,50,,,,0.1,0.4,0.8,0.1,0.05
CAB,1,4.528402926004599,"[0.6881502231914847, -1.4279385234608921, 0.23283733180114877, -0.2953436719982561, 0.3918249876656817, 0.15506524510146857]",50,1.69,50,,,,0.1,0.4,0.8,0.1,0.05
CAB,2,4.577863011388271,"[-0.3302899997252493, 0.07302444926173027, 1.5095582041744324, -1.1285204065943166, -0.10658519956334325, -0.986305292560131]",50,1.67,50,,,,0.1,0.4,0.8,0.1,0.05
CAB,3,3.261470244081654,"[0.34700779953923155, -0.043081645557822144, -0.901399348099316, 0.4737633102810774, 0.06221283906002916, 0.2653457258145724]",50,1.68,50,,,,0.1,0.4,0.8,0.1,0.05
CAB,4,4.495142914694991,"[-0.9710751981873498, 1.1742799473999206, -0.621608144415588, -0.40595962206563213, 1.0540427385579108, 0.17305300027767667]",50,1.68,50,,,,0.1,0.4,0.8,0.1,0.05
CAB,0,6.61553603194173,"[1.8205830064264998, -1.7520418528222126, 1.3819745398127996, -0.0855827524158619, 0.017235921048010385, 2.2655165933707595]",50,1.68,50,,,,0.1,0.4,1.0,0.05,0.01
CAB,1,6.317163601713268,"[-2.4896758809131847, 0.524759429834688, -0.0792844369049856, 1.4811636727033868, 1.1084268230121241, -0.06725368507944168]",50,1.68,50,,,,0.1,0.4,1.0,0.05,0.01
CAB,2,6.404482414880551,"[-3.094451695424116, 0.9407203981858117, -0.024479284250402154, -1.94111072764338, 0.31156986066742504, -0.7401390235736147]",50,1.66,50,,,,0.1,0.4,1.0,0.05,0.01
CAB,3,5.5139564599222695,"[1.6027462741035674, -1.1112696191027545, 0.23941900736634794, 1.3940491611987547, 1.0160070791169982, 0.23051358982624892]",50,1.67,50,,,,0.1,0.4,1.0,0.05,0.01
CAB,4,6.3134775884132495,"[1.4156869343971599, -1.0871508121584506, 2.040128428749915, -0.11661502160214403, -0.6829598844371159, 2.126820153051824]",50,1.68,50,,,,0.1,0.4,1.0,0.05,0.01
CAB,0,6.528277906485098,"[-0.22581932358252874, 2.408367718863006, 0.9084151164994296, 0.48656880206670866, -2.104438435038144, 0.9370659117287368]",50,1.68,50,,,,0.1,0.4,1.0,0.05,0.05
CAB,1,5.89949236152815,"[1.0373544303684175, 2.0496811622273974, 2.0107889907841363, -1.2945612337067511, -0.10832547414364853, -0.682062399011093]",50,1.67,50,,,,0.1,0.4,1.0,0.05,0.05
CAB,2,6.357988972792576,"[-2.1366313926329017, 0.013000902206330907, -2.103320869297528, 2.016007671351017, 0.9671868370302411, -1.7471818140305333]",50,1.68,50,,,,0.1,0.4,1.0,0.05,0.05
CAB,3,5.317842501460309,"[1.0866110097987969, 0.2648832301081879, -1.1102362035930553, 1.4086644253848675, 0.3171007242276376, 1.2426302893024597]",50,1.67,50,,,,0.1,0.4,1.0,0.05,0.05
CAB,4,6.18328064750774,"[1.7352748736665984, -1.2341813939926676, 2.0086685750848754, 0.08686778648216467, -1.0237522645937642, 2.1181465259186605]",50,1.67,50,,,,0.1,0.4,1.0,0.05,0.05
CAB,0,4.971403000815396,"[0.5157771469661118, 1.1852175463311738, 0.19914594405959962, 0.5978326268142685, -1.256678651246666, 0.7646944828696309]",50,1.67,50,,,,0.1,0.4,1.0,0.1,0.01
CAB,1,4.235619609461551,"[-0.9438907315610187, 1.1902920644316048, -0.34717482952559353, -0.05245896291318046, -1.2465973675943762, -0.12266254397653605]",50,1.67,50,,,,0.1,0.4,1.0,0.1,0.01
CAB,2,4.576036660563901,"[-0.21892255569187247, 0.029648510908754706, 1.475314793515444, -1.246584743931654, -0.10431068414129067, -0.9525090500344522]",50,1.69,50,,,,0.1,0.4,1.0,0.1,0.01
CAB,3,3.6677456595662794,"[0.8114562174351946, -0.837914987815845, -1.0668187390369188, 0.9863890453905316, 0.04929279237695041, 0.9342872580170518]",50,1.68,50,,,,0.1,0.4,1.0,0.1,0.01
CAB,4,4.75341633591783,"[0.39440109328018774, 0.8955498717224113, -1.1971173568459914, 0.5509117838134201, -0.40930326531908906, 0.552079310662623]",50,1.67,50,,,,0.1,0.4,1.0,0.1,0.01
CAB,0,4.669988963255605,"[1.9625955522824166, -0.11086293186304494, -0.6902417395162254, -0.07463684305175473, 1.0645445460056273, 1.145683135711732]",50,1.69,50,,,,0.1,0.4,1.0,0.1,0.05
CAB,1,4.528402926004599,"[0.6881502231914847, -1.4279385234608921, 0.23283733180114877, -0.2953436719982561, 0.3918249876656817, 0.15506524510146857]",50,1.67,50,,,,0.1,0.4,1.0,0.1,0.05
CAB,2,4.560920516177276,"[-0.37663540154634734, 0.03971798473121891, 1.512053815014667, -1.1182746157864363, -0.038295528262587274, -0.9844247802209602]",50,1.68,50,,,,0.1,0.4,1.0,0.1,0.05
CAB,3,3.2566257075590745,"[0.781808536279349, -0.036909721634091966, -0.9131268634664437, 0.9116246216742153, -0.016021237883625236, 1.039157097523404]",50,1.67,50,,,,0.1,0.4,1.0,0.1,0.05
CAB,4,4.495142914694991,"[-0.9710751981873498, 1.1742799473999206, -0.621608144415588, -0.40595962206563213, 1.0540427385579108, 0.17305300027767667]",50,1.68,50,,,,0.1,0.4,1.0,0.1,0.05
CAB,0,6.61553603194173,"[1.8205830064264998, -1.7520418528222126, 1.3819745398127996, -0.0855827524158619, 0.017235921048010385, 2.2655165933707595]",50,1.71,50,,,,0.1,0.7,0.8,0.05,0.01
CAB,1,6.317163601713268,"[-2.4896758809131847, 0.524759429834688, -0.0792844369049856, 1.4811636727033868, 1.1084268230121241, -0.06725368507944168]",50,1.77,50,,,,0.1,0.7,0.8,0.05,0.01
CAB,2,6.404482414880551,"[-3.094451695424116, 0.9407203981858117, -0.024479284250402154, -1.94111072764338, 0.31156986066742504, -0.7401390235736147]",50,1.79,50,,,,0.1,0.7,0.8,0.05,0.01
CAB,3,5.5139564599222695,"[1.6027462741035674, -1.1112696191027545, 0.23941900736634794, 1.3940491611987547, 1.0160070791169982, 0.23051358982624892]",50,1.8,50,,,,0.1,0.7,0.8,0.05,0.01
CAB,4,6.3134775884132495,"[1.4156869343971599, -1.0871508121584506, 2.040128428749915, -0.11661502160214403, -0.6829598844371159, 2.126820153051824]",50,1.72,50,,,,0.1,0.7,0.8,0.05,0.01
CAB,0,6.528949008197149,"[-0.22605217840618413, 2.4081906831214464, 0.908327320033073, 0.4872177737938635, -2.1047808513693136, 0.9375925081893393]",50,1.81,50,,,,0.1,0.7,0.8,0.05,0.05
CAB,1,5.89949236152815,"[1.0373544303684175, 2.0496811622273974, 2.0107889907841363, -1.2945612337067511, -0.10832547414364853, -0.682062399011093]",50,1.67,50,,,,0.1,0.7,0.8,0.05,0.05
CAB,2,6.357988972792576,"[-2.1366313926329017, 0.013000902206330907, -2.103320869297528, 2.016007671351017, 0.9671868370302411, -1.7471818140305333]",50,1.68,50,,,,0.1,0.7,0.8,0.05,0.05
CAB,3,5.317842501460309,"[1.0866110097987969, 0.2648832301081879, -1.1102362035930553, 1.4086644253848675, 0.3171007242276376, 1.2426302893024597]",50,1.67,50,,,,0.1,0.7,0.8,0.05,0.05
CAB,4,6.18328064750774,"[1.7352748736665984, -1.2341813939926676, 2.0086685750848754, 0.08686778648216467, -1.0237522645937642, 2.1181465259186605]",50,1.67,50,,,,0.1,0.7,0.8,0.05,0.05
CAB,0,4.933924417627988,"[0.8168567116226775, 1.270720258118353, 1.8686473702787132, -0.3088784473934587, 0.1897016238664012, -0.027541954173503035]",50,1.66,50,,,,0.1,0.7,0.8,0.1,0.01
CAB,1,4.235619609461551,"[-0.9438907315610187, 1.1902920644316048, -0.34717482952559353, -0.05245896291318046, -1.2465973675943762, -0.12266254397653605]",50,1.67,50,,,,0.1,0.7,0.8,0.1,0.01
CAB,2,4.59213258740499,"[-0.19131860419938015, 0.023273794381681742, 1.4992918971986449, -1.2654412347551922, -0.06481734809340141, -1.0087850739005466]",50,1.67,50,,,,0.1,0.7,0.8,0.1,0.01
CAB,3,3.798197847378028,"[0.26937499481649035, -0.7425179777931562, 1.0960790842090018, 0.23243440748514535, -0.4498779640861866, 0.024857603825160203]",50,1.67,50,,,,0.1,0.7,0.8,0.1,0.01
CAB,4,4.75341633591783,"[0.39440109328018774, 0.8955498717224113, -1.1971173568459914, 0.5509117838134201, -0.40930326531908906, 0.552079310662623]",50,1.68,50,,,,0.1,0.7,0.8,0.1,0.01
CAB,0,4.628583863678184,"[0.5797613521309228, 1.2111187442241755, 0.07335180757178224, 0.4610442137314852, -1.0825334423456503, 0.7305137048974086]",50,1.68,50,,,,0.1,0.7,0.8,0.1,0.05
CAB,1,4.528402926004599,"[0.6881502231914847, -1.4279385234608921, 0.23283733180114877, -0.2953436719982561, 0.3918249876656817, 0.15506524510146857]",50,1.69,50,,,,0.1,0.7,0.8,0.1,0.05
CAB,2,4.577863011388271,"[-0.3302899997252493, 0.07302444926173027, 1.5095582041744324, -1.1285204065943166, -0.10658519956334325, -0.986305292560131]",50,1.68,50,,,,0.1,0.7,0.8,0.1,0.05
CAB,3,3.261470244081654,"[0.34700779953923155, -0.043081645557822144, -0.901399348099316, 0.4737633102810774, 0.06221283906002916, 0.2653457258145724]",50,1.68,50,,,,0.1,0.7,0.8,0.1,0.05
CAB,4,4.495142914694991,"[-0.9710751981873498, 1.1742799473999206, -0.621608144415588, -0.40595962206563213, 1.0540427385579108, 0.17305300027767667]",50,1.67,50,,,,0.1,0.7,0.8,0.1,0.05
CAB,0,6.61553603194173,"[1.8205830064264998, -1.7520418528222126, 1.3819745398127996, -0.0855827524158619, 0.017235921048010385, 2.2655165933707595]",50,1.68,50,,,,0.1,0.7,1.0,0.05,0.01
CAB,1,6.317163601713268,"[-2.4896758809131847, 0.524759429834688, -0.0792844369049856, 1.4811636727033868, 1.1084268230121241, -0.06725368507944168]",50,1.68,50,,,,0.1,0.7,1.0,0.05,0.01
CAB,2,6.404482414880551,"[-3.094451695424116, 0.9407203981858117, -0.024479284250402154, -1.94111072764338, 0.31156986066742504, -0.7401390235736147]",50,1.69,50,,,,0.1,0.7,1.0,0.05,0.01
CAB,3,5.5139564599222695,"[1.6027462741035674, -1.1112696191027545, 0.23941900736634794, 1.3940491611987547, 1.0160070791169982, 0.23051358982624892]",50,1.69,50,,,,0.1,0.7,1.0,0.05,0.01
CAB,4,6.3134775884132495,"[1.4156869343971599, -1.0871508121584506, 2.040128428749915, -0.11661502160214403, -0.6829598844371159, 2.126820153051824]",50,1.67,50,,,,0.1,0.7,1.0,0.05,0.01
CAB,0,6.528277906485098,"[-0.22581932358252874, 2.408367718863006, 0.9084151164994296, 0.48656880206670866, -2.104438435038144, 0.9370659117287368]",50,1.69,50,,,,0.1,0.7,1.0,0.05,0.05
CAB,1,5.89949236152815,"[1.0373544303684175, 2.0496811622273974, 2.0107889907841363, -1.2945612337067511, -0.10832547414364853, -0.682062399011093]",50,1.68,50,,,,0.1,0.7,1.0,0.05,0.05
CAB,2,6.357988972792576,"[-2.1366313926329017, 0.013000902206330907, -2.103320869297528, 2.016007671351017, 0.9671868370302411, -1.7471818140305333]",50,1.68,50,,,,0.1,0.7,1.0,0.05,0.05
CAB,3,5.317842501460309,"[1.0866110097987969, 0.2648832301081879, -1.1102362035930553, 1.4086644253848675, 0.3171007242276376, 1.2426302893024597]",50,1.68,50,,,,0.1,0.7,1.0,0.05,0.05
CAB,4,6.18328064750774,"[1.7352748736665984, -1.2341813939926676, 2.0086685750848754, 0.08686778648216467, -1.0237522645937642, 2.1181465259186605]",50,1.67,50,,,,0.1,0.7,1.0,0.05,0.05
CAB,0,4.971403000815396,"[0.5157771469661118, 1.1852175463311738, 0.19914594405959962, 0.5978326268142685, -1.256678651246666, 0.7646944828696309]",50,1.68,50,,,,0.1,0.7,1.0,0.1,0.01
CAB,1,4.235619609461551,"[-0.9438907315610187, 1.1902920644316048, -0.34717482952559353, -0.05245896291318046, -1.2465973675943762, -0.12266254397653605]",50,1.68,50,,,,0.1,0.7,1.0,0.1,0.01
CAB,2,4.576036660563901,"[-0.21892255569187247, 0.029648510908754706, 1.475314793515444, -1.246584743931654, -0.10431068414129067, -0.9525090500344522]",50,1.67,50,,,,0.1,0.7,1.0,0.1,0.01
CAB,3,3.6677456595662794,"[0.8114562174351946, -0.837914987815845, -1.0668187390369188, 0.9863890453905316, 0.04929279237695041, 0.9342872580170518]",50,1.66,50,,,,0.1,0.7,1.0,0.1,0.01
CAB,4,4.75341633591783,"[0.39440109328018774, 0.8955498717224113, -1.1971173568459914, 0.5509117838134201, -0.40930326531908906, 0.552079310662623]",50,1.68,50,,,,0.1,0.7,1.0,0.1,0.01
CAB,0,4.669988963255605,"[1.9625955522824166, -0.11086293186304494, -0.6902417395162254, -0.07463684305175473, 1.0645445460056273, 1.145683135711732]",50,1.73,50,,,,0.1,0.7,1.0,0.1,0.05
